九洲饭店,#genre#
CCTV11,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009
CCTV11,http://w.yyjn.top:3000/667987558
CCTV11,http://222.85.198.92:8000/hls/10/index.m3u8
CCTV11,http://bztv.tvbus.cc:8081/cdnlive/cctv11.m3u8
CCTV11,http://dx.joygala.cn:8118/rtp/239.49.0.11:8080$RTP2
CCTV11,http://foreveryyl.top:8001/rtp/239.49.0.11:8080$RTP3
CCTV11,http://139.227.21.22:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://204.12.221.218:8181/3m1080p/cctv11.m3u8

CCTV12,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://204.12.221.218:8181/3m1080p/cctv12.m3u8
CCTV12,http://bztv.tvbus.cc:8081/cdnlive/cctv12.m3u8
CCTV12,http://139.227.21.22:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://foreveryyl.top:8001/rtp/239.49.8.55:9822$RTP3
CCTV12,http://dx.joygala.cn:8118/rtp/239.49.8.55:9822$RTP2
CCTV12,http://222.85.198.92:8000/hls/11/index.m3u8
CCTV12,http://w.yyjn.top:3000/673168185
CCTV12,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV12,http://120.76.248.139/live/bfgd/4200000131.m3u8

CCTV13,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV13,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009
CCTV13,http://hls.hsrtv.cn/live/hsyouxian.m3u8
CCTV13,http://w.yyjn.top:3000/608807423
CCTV13,http://222.85.198.92:8000/hls/12/index.m3u8
CCTV13,http://bztv.tvbus.cc:8081/cdnlive/cctv13.m3u8
CCTV13,http://yftv-wshls.yzbtv.cn/live/4e2f.flv
CCTV13,http://dx.joygala.cn:8118/rtp/239.49.0.13:8096$RTP2
CCTV13,http://foreveryyl.top:8001/rtp/239.49.0.13:8096$RTP3
CCTV13,http://139.227.21.22:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://204.12.221.218:8181/3m1080p/cctv13.m3u8

CCTV14,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://204.12.221.218:8181/3m1080p/cctv14.m3u8
CCTV14,http://bztv.tvbus.cc:8081/cdnlive/cctv14.m3u8
CCTV14,http://139.227.21.22:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://foreveryyl.top:8001/rtp/239.49.8.56:9826$RTP3
CCTV14,http://dx.joygala.cn:8118/rtp/239.49.8.56:9826$RTP2
CCTV14,http://222.85.198.92:8000/hls/13/index.m3u8
CCTV14,http://w.yyjn.top:3000/624878440
CCTV14,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8

CCTV15,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV15,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV15,http://w.yyjn.top:3000/673168223
CCTV15,http://222.85.198.92:8000/hls/14/index.m3u8
CCTV15,http://bztv.tvbus.cc:8081/cdnlive/cctv15.m3u8
CCTV15,http://dx.joygala.cn:8118/rtp/239.49.0.15:8112$RTP2
CCTV15,http://foreveryyl.top:8001/rtp/239.49.0.15:8112$RTP3
CCTV15,http://204.12.221.218:8181/3m1080p/cctv15.m3u8

CCTV16,http://204.12.221.218:8181/3m1080p/cctv16.m3u8
CCTV16,http://bztv.tvbus.cc:8081/cdnlive/cctv16.m3u8
CCTV16,http://foreveryyl.top:8001/rtp/239.49.8.31:8000$RTP3
CCTV16,http://dx.joygala.cn:8118/rtp/239.49.8.31:8000$RTP2
CCTV16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV15,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0017_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV17,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009
CCTV17,http://120.76.248.139/live/bfgd/4200000204.m3u8
CCTV17,http://222.85.198.92:8000/hls/15/index.m3u8
CCTV17,http://w.yyjn.top:3000/673168256
CCTV17,http://bztv.tvbus.cc:8081/cdnlive/cctv17.m3u8
CCTV17,http://foreveryyl.top:8001/rtp/239.49.8.52:9810$RTP3
CCTV17,http://dx.joygala.cn:8118/rtp/239.49.8.52:9810$RTP2
CCTV17,http://204.12.221.218:8181/3m1080p/cctv17.m3u8
CCTV15,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0018_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV4K,http://bztv.tvbus.cc:8081/cdnlive/cctv4k.m3u8

CCTV8K,http://bztv.tvbus.cc:8081/cdnlive/cctv8k.m3u8

CCTV第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
CCTV风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
CCTV怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
CCTV风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
CCTV风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
CCTV世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
CCTV女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub

北京卫视,http://bztv.tvbus.cc:8081/cdnlive/bjws.m3u8
天津卫视,http://bztv.tvbus.cc:8081/cdnlive/tjws.m3u8
河北卫视,http://bztv.tvbus.cc:8081/cdnlive/hews.m3u8
山西卫视,http://bztv.tvbus.cc:8081/cdnlive/sxws.m3u8
内蒙古卫视,http://bztv.tvbus.cc:8081/cdnlive/nmgws.m3u8
辽宁卫视,http://bztv.tvbus.cc:8081/cdnlive/lnws.m3u8
吉林卫视,http://bztv.tvbus.cc:8081/cdnlive/jlws.m3u8
黑龙江卫视,http://bztv.tvbus.cc:8081/cdnlive/hljws.m3u8
东方卫视,http://bztv.tvbus.cc:8081/cdnlive/dfws.m3u8
江苏卫视,http://bztv.tvbus.cc:8081/cdnlive/jsws.m3u8
浙江卫视,http://bztv.tvbus.cc:8081/cdnlive/zjws.m3u8
安徽卫视,http://bztv.tvbus.cc:8081/cdnlive/ahws.m3u8
江西卫视,http://bztv.tvbus.cc:8081/cdnlive/jxws.m3u8
山东卫视,http://bztv.tvbus.cc:8081/cdnlive/sdws.m3u8
河南卫视,http://bztv.tvbus.cc:8081/cdnlive/haws.m3u8
湖北卫视,http://bztv.tvbus.cc:8081/cdnlive/hbws.m3u8
湖南卫视,http://bztv.tvbus.cc:8081/cdnlive/hnws.m3u8
广东卫视,http://bztv.tvbus.cc:8081/cdnlive/gdws.m3u8
广西卫视,http://bztv.tvbus.cc:8081/cdnlive/gxws.m3u8
海南卫视,http://bztv.tvbus.cc:8081/cdnlive/lyws.m3u8
重庆卫视,http://bztv.tvbus.cc:8081/cdnlive/cqws.m3u8
四川卫视,http://bztv.tvbus.cc:8081/cdnlive/scws.m3u8
贵州卫视,http://bztv.tvbus.cc:8081/cdnlive/gzws.m3u8
云南卫视,http://bztv.tvbus.cc:8081/cdnlive/ynws.m3u8
陕西卫视,http://bztv.tvbus.cc:8081/cdnlive/snws.m3u8
甘肃卫视,http://bztv.tvbus.cc:8081/cdnlive/gsws.m3u8
青海卫视,http://bztv.tvbus.cc:8081/cdnlive/qhws.m3u8
宁夏卫视,http://bztv.tvbus.cc:8081/cdnlive/nxws.m3u8
新疆卫视,http://bztv.tvbus.cc:8081/cdnlive/xjws.m3u8
西藏卫视,http://bztv.tvbus.cc:8081/cdnlive/xzws.m3u8
东南卫视,http://bztv.tvbus.cc:8081/cdnlive/dnws.m3u8
深圳卫视,http://bztv.tvbus.cc:8081/cdnlive/szws.m3u8
CHC动作电影,http://bztv.tvbus.cc:8081/cdnlive/chcdz.m3u8
CHC家庭影院,http://bztv.tvbus.cc:8081/cdnlive/chcjt.m3u8
CHC影迷电影,http://bztv.tvbus.cc:8081/cdnlive/chchd.m3u8
女性时尚,http://bztv.tvbus.cc:8081/cdnlive/nxss.m3u8
重温经典,http://bztv.tvbus.cc:8081/cdnlive/cwjd.m3u8

北京卫视,http://yftvctyun-wshls.yzbtv.cn/live/1bd71.flv
东方卫视,http://yftv-wshls.homecdn.com/live/1bd7d.flv
山东卫视,http://yftv-wshls.homecdn.com/live/1bd5d.flv
江苏卫视,http://yftv-wshls.homecdn.com/live/1bd81.flv
浙江卫视,http://yftv-wshls.homecdn.com/live/1bd75.flv
广东卫视,http://yftv-wshls.homecdn.com/live/1bd69.flv
深圳卫视,http://yftv-wshls.homecdn.com/live/1bd61.flv


湖南卫视,http://dx.joygala.cn:8118/rtp/239.49.8.12:9418$RTP2
浙江卫视,http://dx.joygala.cn:8118/rtp/239.49.8.20:9618$RTP2
江苏卫视,http://dx.joygala.cn:8118/rtp/239.49.8.16:9602$RTP2
北京卫视,http://dx.joygala.cn:8118/rtp/239.49.8.11:9414$RTP2
北京卫视,http://dx.joygala.cn:8118/rtp/239.49.8.82:8000$RTP2
东方卫视,http://dx.joygala.cn:8118/rtp/239.49.8.17:9606$RTP2
安徽卫视,http://dx.joygala.cn:8118/rtp/239.49.8.80:8000$RTP2
广东卫视,http://dx.joygala.cn:8118/rtp/239.49.8.13:9422$RTP2
深圳卫视,http://dx.joygala.cn:8118/rtp/239.49.8.15:9430$RTP2
辽宁卫视,http://dx.joygala.cn:8118/rtp/239.49.8.48:8000$RTP2
海南卫视,http://dx.joygala.cn:8118/rtp/239.49.8.83:8000$RTP2
山东卫视,http://dx.joygala.cn:8118/rtp/239.49.8.7:9306$RTP2
天津卫视,http://dx.joygala.cn:8118/rtp/239.49.8.35:8620$RTP2
重庆卫视,http://dx.joygala.cn:8118/rtp/239.49.8.57:9830$RTP2
东南卫视,http://dx.joygala.cn:8118/rtp/239.49.8.112:8000$RTP2
甘肃卫视,http://dx.joygala.cn:8118/rtp/239.49.0.250:8000$RTP2
广西卫视,http://dx.joygala.cn:8118/rtp/239.49.8.10:8000$RTP2
贵州卫视,http://dx.joygala.cn:8118/rtp/239.49.8.49:8000$RTP2
河北卫视,http://dx.joygala.cn:8118/rtp/239.49.8.114:8000$RTP2
黑龙江卫视,http://dx.joygala.cn:8118/rtp/239.49.8.14:9426$RTP2
河南卫视,http://dx.joygala.cn:8118/rtp/239.49.8.29:8000$RTP2
湖北卫视,http://dx.joygala.cn:8118/rtp/239.49.8.8:9632$RTP2
江西卫视,http://dx.joygala.cn:8118/rtp/239.49.8.111:8000$RTP2
吉林卫视,http://dx.joygala.cn:8118/rtp/239.49.8.113:8000$RTP2
内蒙古卫视,http://dx.joygala.cn:8118/rtp/239.49.0.180:8000$RTP2
宁夏卫视,http://dx.joygala.cn:8118/rtp/239.49.0.171:8000$RTP2
山西卫视,http://dx.joygala.cn:8118/rtp/239.49.0.67:8528$RTP2
陕西卫视,http://dx.joygala.cn:8118/rtp/239.49.0.233:8000$RTP2
四川卫视,http://dx.joygala.cn:8118/rtp/239.49.8.110:8000$RTP2
新疆卫视,http://dx.joygala.cn:8118/rtp/239.49.0.178:8000$RTP2
云南卫视,http://dx.joygala.cn:8118/rtp/239.49.0.177:8000$RTP2
青海卫视,http://dx.joygala.cn:8118/rtp/239.49.0.81:8000$RTP2
西藏卫视,http://dx.joygala.cn:8118/rtp/239.49.0.245:8000$RTP2
三沙卫视,http://dx.joygala.cn:8118/rtp/239.49.0.167:8000$RTP2
金鹰卡通,http://dx.joygala.cn:8118/rtp/239.49.8.33:8000$RTP2
优漫卡通,http://dx.joygala.cn:8118/rtp/239.49.8.119:8000$RTP2

湖南卫视,http://foreveryyl.top:8001/rtp/239.49.8.12:9418$RTP3
浙江卫视,http://foreveryyl.top:8001/rtp/239.49.8.20:9618$RTP3
江苏卫视,http://foreveryyl.top:8001/rtp/239.49.8.16:9602$RTP3
北京卫视,http://foreveryyl.top:8001/rtp/239.49.8.11:9414$RTP3
北京卫视,http://foreveryyl.top:8001/rtp/239.49.8.82:8000$RTP3
东方卫视,http://foreveryyl.top:8001/rtp/239.49.8.17:9606$RTP3
安徽卫视,http://foreveryyl.top:8001/rtp/239.49.8.80:8000$RTP3
广东卫视,http://foreveryyl.top:8001/rtp/239.49.8.13:9422$RTP3
深圳卫视,http://foreveryyl.top:8001/rtp/239.49.8.15:9430$RTP3
辽宁卫视,http://foreveryyl.top:8001/rtp/239.49.8.48:8000$RTP3
海南卫视,http://foreveryyl.top:8001/rtp/239.49.8.83:8000$RTP3
山东卫视,http://foreveryyl.top:8001/rtp/239.49.8.7:9306$RTP3
天津卫视,http://foreveryyl.top:8001/rtp/239.49.8.35:8620$RTP3
重庆卫视,http://foreveryyl.top:8001/rtp/239.49.8.57:9830$RTP3
东南卫视,http://foreveryyl.top:8001/rtp/239.49.8.112:8000$RTP3
甘肃卫视,http://foreveryyl.top:8001/rtp/239.49.0.250:8000$RTP3
广西卫视,http://foreveryyl.top:8001/rtp/239.49.8.10:8000$RTP3
贵州卫视,http://foreveryyl.top:8001/rtp/239.49.8.49:8000$RTP3
河北卫视,http://foreveryyl.top:8001/rtp/239.49.8.114:8000$RTP3
黑龙江卫视,http://foreveryyl.top:8001/rtp/239.49.8.14:9426$RTP3
河南卫视,http://foreveryyl.top:8001/rtp/239.49.8.29:8000$RTP3
湖北卫视,http://foreveryyl.top:8001/rtp/239.49.8.8:9632$RTP3
江西卫视,http://foreveryyl.top:8001/rtp/239.49.8.111:8000$RTP3
吉林卫视,http://foreveryyl.top:8001/rtp/239.49.8.113:8000$RTP3
内蒙古卫视,http://foreveryyl.top:8001/rtp/239.49.0.180:8000$RTP3
宁夏卫视,http://foreveryyl.top:8001/rtp/239.49.0.171:8000$RTP3
山西卫视,http://foreveryyl.top:8001/rtp/239.49.0.67:8528$RTP3
陕西卫视,http://foreveryyl.top:8001/rtp/239.49.0.233:8000$RTP3
四川卫视,http://foreveryyl.top:8001/rtp/239.49.8.110:8000$RTP3
新疆卫视,http://foreveryyl.top:8001/rtp/239.49.0.178:8000$RTP3
云南卫视,http://foreveryyl.top:8001/rtp/239.49.0.177:8000$RTP3
青海卫视,http://foreveryyl.top:8001/rtp/239.49.0.81:8000$RTP3
西藏卫视,http://foreveryyl.top:8001/rtp/239.49.0.245:8000$RTP3
三沙卫视,http://foreveryyl.top:8001/rtp/239.49.0.167:8000$RTP3
金鹰卡通,http://foreveryyl.top:8001/rtp/239.49.8.33:8000$RTP3
优漫卡通,http://foreveryyl.top:8001/rtp/239.49.8.119:8000$RTP3


北京卡酷少儿,http://204.12.221.218:8181/3m1080p/btvkk.m3u8
嘉佳卡通,http://204.12.221.218:8181/3m1080p/gdjjkt.m3u8
金鹰卡通,http://204.12.221.218:8181/3m1080p/hnjykt.m3u8
优漫卡通,http://204.12.221.218:8181/3m1080p/ymkt.m3u8
湖南卫视,http://204.12.221.218:8181/3m1080p/hnws.m3u8
浙江卫视,http://204.12.221.218:8181/3m1080p/zjws.m3u8
江苏卫视,http://204.12.221.218:8181/3m1080p/jsws.m3u8
重庆卫视,http://204.12.221.218:8181/3m1080p/cqws.m3u8
东方卫视,http://204.12.221.218:8181/3m1080p/dfws.m3u8
东南卫视,http://204.12.221.218:8181/3m1080p/dnws.m3u8
广东卫视,http://204.12.221.218:8181/3m1080p/gdws.m3u8
甘肃卫视,http://204.12.221.218:8181/3m1080p/gsws.m3u8
贵州卫视,http://204.12.221.218:8181/3m1080p/gzws.m3u8
湖北卫视,http://204.12.221.218:8181/3m1080p/hbws.m3u8
厦门卫视,http://204.12.221.218:8181/3m1080p/xmws.m3u8
山西卫视,http://204.12.221.218:8181/3m1080p/sxws.m3u8
河南卫视,http://204.12.221.218:8181/3m1080p/haws.m3u8
河北卫视,http://204.12.221.218:8181/3m1080p/hews.m3u8
四川卫视,http://204.12.221.218:8181/3m1080p/scws.m3u8
陕西卫视,http://204.12.221.218:8181/3m1080p/snws.m3u8
安徽卫视,http://204.12.221.218:8181/3m1080p/ahws.m3u8
北京卫视,http://204.12.221.218:8181/3m1080p/bjws.m3u8
黑龙江卫视,http://204.12.221.218:8181/3m1080p/hljws.m3u8
吉林卫视,http://204.12.221.218:8181/3m1080p/jlws.m3u8
江西卫视,http://204.12.221.218:8181/3m1080p/jxws.m3u8
辽宁卫视,http://204.12.221.218:8181/3m1080p/lnws.m3u8
山东卫视,http://204.12.221.218:8181/3m1080p/sdws.m3u8
青海卫视,http://204.12.221.218:8181/3m1080p/qhws.m3u8
新疆卫视,http://204.12.221.218:8181/3m1080p/xjws.m3u8
西藏卫视,http://204.12.221.218:8181/3m1080p/xzws.m3u8
海南卫视,http://204.12.221.218:8181/3m1080p/lyws.m3u8
三沙卫视,http://204.12.221.218:8181/3m1080p/ssws.m3u8
深圳卫视,http://204.12.221.218:8181/3m1080p/szws.m3u8
天津卫视,http://204.12.221.218:8181/3m1080p/tjws.m3u8
云南卫视,http://204.12.221.218:8181/3m1080p/ynws.m3u8
兵团卫视,http://204.12.221.218:8181/3m1080p/btws.m3u8
宁夏卫视,http://204.12.221.218:8181/3m1080p/nxws.m3u8
内蒙古卫视,http://204.12.221.218:8181/3m1080p/nmgws.m3u8
延边卫视,http://204.12.221.218:8181/3m1080p/ybws.m3u8

北京卫视,http://222.85.198.92:8000/hls/29/index.m3u8
湖南卫视,http://222.85.198.92:8000/hls/17/index.m3u8
四川卫视,http://222.85.198.92:8000/hls/46/index.m3u8
河南卫视,http://222.85.198.92:8000/hls/27/index.m3u8
安徽卫视,http://222.85.198.92:8000/hls/20/index.m3u8
贵州卫视,http://222.85.198.92:8000/hls/16/index.m3u8
江苏卫视,http://222.85.198.92:8000/hls/19/index.m3u8
浙江卫视,http://222.85.198.92:8000/hls/18/index.m3u8
山东卫视,http://222.85.198.92:8000/hls/43/index.m3u8
云南卫视,http://222.85.198.92:8000/hls/35/index.m3u8
江西卫视,http://222.85.198.92:8000/hls/44/index.m3u8
黑龙江卫视,http://222.85.198.92:8000/hls/45/index.m3u8

安徽卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0130_2.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0124_2.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0139_2.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0135_2.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0121_2.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0131_2.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0119_2.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0128_2.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0122_2.m3u8?key=txiptv&playlive=0&authid=0
上海卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0107_2.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0138_2.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0120_2.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0132_2.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0142_2.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0137_2.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0117_2.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0127_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0126_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0113_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0116_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://gaoyitv.6600.org:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0143_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0125_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0123_1.m3u8?key=txiptv&playlive=0&authid=0

东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
江苏卫视,http://38.75.136.137:98/gslb/dsdqbv/jswshd.m3u8?auth=test20251009
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub

广东卫视,http://120.76.248.139/live/bfgd/4200000092.m3u8
北京卫视,http://120.76.248.139/live/bfgd/4200000083.m3u8
重庆卫视,http://120.76.248.139/live/bfgd/4200000107.m3u8
安徽卫视,http://120.76.248.139/live/bfgd/4200000096.m3u8
海南卫视,http://120.76.248.139/live/bfgd/4200000473.m3u8
东方卫视,http://120.76.248.139/live/bfgd/4200000093.m3u8
东南卫视,http://120.76.248.139/live/bfgd/4200000483.m3u8
甘肃卫视,http://120.76.248.139/live/bfgd/4200000119.m3u8
贵州卫视,http://120.76.248.139/live/bfgd/4200000101.m3u8
河南卫视,http://120.76.248.139/live/bfgd/4200000339.m3u8
湖北卫视,http://120.76.248.139/live/bfgd/4200000102.m3u8
河北卫视,http://120.76.248.139/live/bfgd/4200000108.m3u8
宁夏卫视,http://120.76.248.139/live/bfgd/4200000118.m3u8
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8
四川卫视,http://120.76.248.139/live/bfgd/4200000103.m3u8
陕西卫视,http://120.76.248.139/live/bfgd/4200000512.m3u8
山西卫视,http://120.76.248.139/live/bfgd/4200000109.m3u8
深圳卫视,http://120.76.248.139/live/bfgd/4200000100.m3u8
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws

卫视频道,#genre#
北京卫视,https://live.chinacert.cftest5.cn/zgst/live/beijing
天津卫视,https://live.chinacert.cftest5.cn/zgst/live/tianjin
河北卫视,https://live.chinacert.cftest5.cn/zgst/live/hebei
山西卫视,https://live.chinacert.cftest5.cn/zgst/live/shanxi
内蒙古卫视,https://live.chinacert.cftest5.cn/zgst/live/neimenggu
辽宁卫视,https://live.chinacert.cftest5.cn/zgst/live/liaoning
吉林卫视,https://live.chinacert.cftest5.cn/zgst/live/jilin
黑龙江卫视,https://live.chinacert.cftest5.cn/zgst/live/heilongjiang
东方卫视,https://live.chinacert.cftest5.cn/zgst/live/dongfang
江苏卫视,https://live.chinacert.cftest5.cn/zgst/live/jiangsu
浙江卫视,https://live.chinacert.cftest5.cn/zgst/live/zhejiang
安徽卫视,https://live.chinacert.cftest5.cn/zgst/live/anhui
东南卫视,https://live.chinacert.cftest5.cn/zgst/live/dongnan
江西卫视,https://live.chinacert.cftest5.cn/zgst/live/jiangxi
山东卫视,https://live.chinacert.cftest5.cn/zgst/live/shandong
河南卫视,https://live.chinacert.cftest5.cn/zgst/live/henan
湖北卫视,https://live.chinacert.cftest5.cn/zgst/live/hubei
湖南卫视,https://live.chinacert.cftest5.cn/zgst/live/hunan
广东卫视,https://live.chinacert.cftest5.cn/zgst/live/guangdong
广西卫视,https://live.chinacert.cftest5.cn/zgst/live/guangxi
海南卫视,https://live.chinacert.cftest5.cn/zgst/live/hainan
重庆卫视,https://live.chinacert.cftest5.cn/zgst/live/zhongqing
四川卫视,https://live.chinacert.cftest5.cn/zgst/live/sichuan
贵州卫视,https://live.chinacert.cftest5.cn/zgst/live/guizhou
云南卫视,https://live.chinacert.cftest5.cn/zgst/live/yunnan
西藏卫视,https://live.chinacert.cftest5.cn/zgst/live/xizang
陕西卫视,https://live.chinacert.cftest5.cn/zgst/live/shanxi1
甘肃卫视,https://live.chinacert.cftest5.cn/zgst/live/gansu
青海卫视,https://live.chinacert.cftest5.cn/zgst/live/qinghai
宁夏卫视,https://live.chinacert.cftest5.cn/zgst/live/ningxia
新疆卫视,https://live.chinacert.cftest5.cn/zgst/live/xinjiang
兵团卫视,https://live.chinacert.cftest5.cn/zgst/live/bingtuan
深圳卫视,https://live.chinacert.cftest5.cn/zgst/live/shenzhen
厦门卫视,https://live.chinacert.cftest5.cn/zgst/live/xiamen
三沙卫视,https://live.chinacert.cftest5.cn/zgst/live/sansha
大湾区卫视,https://live.chinacert.cftest5.cn/cnmg/live/608917627
海峡卫视,https://live.chinacert.cftest5.cn/cnmg/live/849119120
中国农林卫视,https://live.chinacert.cftest5.cn/cnmg/live/956904896
