
欣赏Pdtv,#genre#
野蛮奶奶频道,http://120.220.76.91:2003/huya.php?id=23863796
创世纪播频道,http://120.220.76.91:2003/huya.php?id=29465852
封神榜播频道,http://120.220.76.91:2003/huya.php?id=29465849
神雕侠侣频道,http://120.220.76.91:2003/huya.php?id=30454429
妙手仁心频道,http://120.220.76.91:2003/huya.php?id=29465853
活佛济公频道,http://120.220.76.91:2003/huya.php?id=23903123
倚天屠龙频道,http://120.220.76.91:2003/huya.php?id=27834853
鹿鼎记98频道,http://120.220.76.91:2003/huya.php?id=26355806
小李飞刀频道,http://120.220.76.91:2003/huya.php?id=11342417
水月洞天频道,http://120.220.76.91:2003/huya.php?id=21059567
绝代双娇频道,http://120.220.76.91:2003/huya.php?id=29465867
风云雄霸频道,http://120.220.76.91:2003/huya.php?id=21059612
如懿传播频道,http://120.220.76.91:2003/huya.php?id=29465868
芈月传播频道,http://120.220.76.91:2003/huya.php?id=11352975
延禧攻略频道,http://120.220.76.91:2003/huya.php?id=26355864
王子青蛙频道,http://120.220.76.91:2003/huya.php?id=11601964
永夜星河频道,http://120.220.76.91:2003/huya.php?id=23734169
玫瑰故事频道,http://120.220.76.91:2003/huya.php?id=23865142
漫长季节频道,http://120.220.76.91:2003/huya.php?id=11342393
梦华录播频道,http://120.220.76.91:2003/huya.php?id=11336590
乌龙院闯频道,http://120.220.76.91:2003/huya.php?id=26355767
新楚留香频道,http://120.220.76.91:2003/huya.php?id=26355848
新楚留香频道,http://120.220.76.91:2003/huya.php?id=23863804
无心法师频道,http://120.220.76.91:2003/huya.php?id=30080233
征服虎牙频道,http://120.220.76.91:2003/huya.php?id=30311494
蜡笔小新频道,http://120.220.76.91:2003/huya.php?id=30299353
海绵宝宝频道,http://120.220.76.91:2003/huya.php?id=11352919
龙珠虎牙频道,http://120.220.76.91:2003/huya.php?id=10279885
叮当全集频道,http://120.220.76.91:2003/huya.php?id=11601963
樱桃小丸频道,http://120.220.76.91:2003/huya.php?id=11342394
猫和老鼠频道,http://120.220.76.91:2003/huya.php?id=11352879
精绝古城频道,http://120.220.76.91:2003/huya.php?id=11352871
怒晴湘西频道,http://120.220.76.91:2003/huya.php?id=11602075
龙岭迷窟频道,http://120.220.76.91:2003/huya.php?id=29465863
云南虫谷频道,http://120.220.76.91:2003/huya.php?id=11352898
JJ斗地主频道,http://120.220.76.91:2003/huya.php?id=14079954
亮剑虎牙频道,http://120.220.76.91:2003/huya.php?id=30080238
民兵葛二频道,http://120.220.76.91:2003/huya.php?id=11602072
我的团长频道,http://120.220.76.91:2003/huya.php?id=11352910
铁道游击频道,http://120.220.76.91:2003/huya.php?id=11352936
铁梨花播频道,http://120.220.76.91:2003/huya.php?id=11352912
康熙微服频道,http://120.220.76.91:2003/huya.php?id=11342418
御赐仵作频道,http://120.220.76.91:2003/huya.php?id=11352948
新水浒传频道,http://120.220.76.91:2003/huya.php?id=11342384
开端虎牙频道,http://120.220.76.91:2003/huya.php?id=11342397
神探狄仁频道,http://120.220.76.91:2003/huya.php?id=11352958
三国演义频道,http://120.220.76.91:2003/huya.php?id=11602081
新三国演频道,http://120.220.76.91:2003/huya.php?id=11352944
问心虎牙频道,http://120.220.76.91:2003/huya.php?id=11352890
家有儿女频道,http://120.220.76.91:2003/huya.php?id=29774370
全职高手频道,http://120.220.76.91:2003/huya.php?id=11352901
炊事班的频道,http://120.220.76.91:2003/huya.php?id=19524135
医馆笑传频道,http://120.220.76.91:2003/huya.php?id=11352891
杨光生活频道,http://120.220.76.91:2003/huya.php?id=11602085
陈情令播频道,http://120.220.76.91:2003/huya.php?id=29465862
神医喜来频道,http://120.220.76.91:2003/huya.php?id=11601978
大宋提刑频道,http://120.220.76.91:2003/huya.php?id=26355856
鹊刀门传频道,http://120.220.76.91:2003/huya.php?id=29805872
白鹿原播频道,http://120.220.76.91:2003/huya.php?id=11342416
长相思播频道,http://120.220.76.91:2003/huya.php?id=11336593
你是我的频道,http://120.220.76.91:2003/huya.php?id=11352920
一代枭雄频道,http://120.220.76.91:2003/huya.php?id=11342398
庆余年播频道,http://120.220.76.91:2003/huya.php?id=11352960
铁齿铜牙频道,http://120.220.76.91:2003/huya.php?id=11342396
镖行天下频道,http://120.220.76.91:2003/huya.php?id=11352969
雪中悍刀频道,http://120.220.76.91:2003/huya.php?id=11336592
星汉灿烂频道,http://120.220.76.91:2003/huya.php?id=11336591
将夜虎牙频道,http://120.220.76.91:2003/huya.php?id=11352885
父母爱情频道,http://120.220.76.91:2003/huya.php?id=11602071
大染坊播频道,http://120.220.76.91:2003/huya.php?id=11602086
地下交通频道,http://120.220.76.91:2003/huya.php?id=11342433
邻里一家频道,http://120.220.76.91:2003/huya.php?id=11342426
雍正王朝频道,http://120.220.76.91:2003/huya.php?id=11342439
士兵突击频道,http://120.220.76.91:2003/huya.php?id=11342430
爱情公寓频道,http://120.220.76.91:2003/huya.php?id=11336726
电视剧一频道,http://120.220.76.91:2003/huya.php?id=29465862
电视剧二频道,http://120.220.76.91:2003/huya.php?id=11336591
电视剧三频道,http://120.220.76.91:2003/huya.php?id=21059563
电视剧四频道,http://120.220.76.91:2003/huya.php?id=26355783
电视剧五频道,http://120.220.76.91:2003/huya.php?id=11352912
电视剧六频道,http://120.220.76.91:2003/huya.php?id=11352936
电视剧七频道,http://120.220.76.91:2003/huya.php?id=21059630
电视剧八频道,http://120.220.76.91:2003/huya.php?id=26355775
电视剧九频道,http://120.220.76.91:2003/huya.php?id=21059594
电视剧十频道,http://120.220.76.91:2003/huya.php?id=11336592
电视剧十一道,http://120.220.76.91:2003/huya.php?id=11602088

爱奇频道,#genre#
好片速递频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c55_fast_1143_1080P_t10/c55_fast_1143_1080P_t10.m3u8?d
电影大片频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c57_fast_738_1080P_t10/c57_fast_738_1080P_t10.m3u8?d
古装妖魔频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_947_1080P_t10/c58_fast_947_1080P_t10.m3u8?d
军旅剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_700_1080P_t10/c54_fast_700_1080P_t10.m3u8?d
抗战剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_884_1080P_t10/c54_fast_884_1080P_t10.m3u8?d
谍战剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c57_fast_882_1080P_t10/c57_fast_882_1080P_t10.m3u8?d
红色剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c60_fast_1049_1080P_t10/c60_fast_1049_1080P_t10.m3u8?d
家庭剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_999_1080P_t10/c59_fast_999_1080P_t10.m3u8?d
泰语剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_949_1080P_t10/c58_fast_949_1080P_t10.m3u8?d
搞笑剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_953_1080P_t10/c58_fast_953_1080P_t10.m3u8?d
传奇剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_1052_1080P_t10/c54_fast_1052_1080P_t10.m3u8?d
青春剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_986_1080P_t10/c58_fast_986_1080P_t10.m3u8?d
欢乐剧场频道,http://lvbdcdncmn.inter.ptqy.gitv.tv/tslive/c56_fast_951_1080P_t10/c56_fast_951_1080P_t10.m3u8?d
青春剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_986_1080P_t10/c58_fast_986_1080P_t10.m3u8?d
甜宠剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_877_1080P_t10/c54_fast_877_1080P_t10.m3u8?d
大家剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_975_1080P_t10/c58_fast_975_1080P_t10.m3u8?d
警匪悬疑频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_880_1080P_t10/c58_fast_880_1080P_t10.m3u8?d
古装大剧频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c55_fast_879_1080P_t10/c55_fast_879_1080P_t10.m3u8?d
爱情生活频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_967_1080P_t10/c59_fast_967_1080P_t10.m3u8?d

广州电信,#genre#
广州综合频道,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州新闻频道,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州竞赛频道,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8
广州影视频道,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8
广州法治频道,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8
广州南国频道,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
广州综合频道,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻频道,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛频道,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视频道,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治频道,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广东普宁频道,http://121.11.160.7:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
广西崇左频道,http://gxyd.484947.xyz/PLTV/77777777/224/3221226351/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广西天等频道,rtmp://live.gxrb.com.cn/gx/tiandeng
海南新闻频道,http://47.108.20.161:8866/hainan/hainan.php?id=xwpd
海南自贸频道,http://47.108.20.161:8866/hainan/hainan.php?id=jjpd
海南文旅频道,http://47.108.20.161:8866/hainan/hainan.php?id=wlpd
海口新闻频道,http://183.255.46.4:16080/live/tv1001.m3u8
海口生活频道,http://183.255.46.4:16080/live/tv2502.m3u8
海口城乡频道,http://183.255.46.4:16080/live/tv2503.m3u8
儋州综合频道,http://36009.hlsplay.aodianyun.com/tv_radio_36009/tv_channel_1330.m3u8?auth_key=4854915849-0-0-5cf8df0f6f82fbb8da58b60f011965c3
广州综合广州,http://tvtj1.jxwltx.com:8003/live3044.m3u8
广州新闻广州,http://tvtj1.jxwltx.com:8003/live2958.m3u8
广东珠江广州,http://tvtj1.jxwltx.com:8003/live2897.m3u8
广东新闻广州,http://tvtj1.jxwltx.com:8003/live2825.m3u8
广东民生广州,http://tvtj1.jxwltx.com:8003/dfws.m3u8
广东体育广州,http://tvtj1.jxwltx.com:8003/live2915.m3u8
广东影视广州,http://tvtj1.jxwltx.com:8003/live1762.m3u8
广东湾区广州,http://tvtj.jxwltx.com:8003/neimenggu.m3u8
广东经济广州,http://tvtj1.jxwltx.com:8003/live3001.m3u8
广东现代广州,http://tvtj1.jxwltx.com:8003/live3087.m3u8
广东少儿广州,http://tvtj1.jxwltx.com:8003/live1570.m3u8
嘉佳卡通广州,http://tvtj1.jxwltx.com:8003/live1328.m3u8
优漫卡通广州,http://tvtj1.jxwltx.com:8003/custom11.m3u8
CCTV-01广州,http://tvtj.jxwltx.com:8003/cctv1.m3u8
CCTV-02广州,http://tvtj.jxwltx.com:8003/cctv2.m3u8
CCTV-03广州,http://tvtj.jxwltx.com:8003/cctv3.m3u8
CCTV-04广州,http://tvtj.jxwltx.com:8003/cctv4.m3u8
CCTV-05广州,http://tvtj.jxwltx.com:8003/cctv5.m3u8
CCTV-06广州,http://tvtj.jxwltx.com:8003/cctv6.m3u8
CCTV-07广州,http://tvtj.jxwltx.com:8003/cctv7.m3u8
CCTV-08广州,http://tvtj.jxwltx.com:8003/cctv8.m3u8
CCTV-09广州,http://tvtj.jxwltx.com:8003/cctv9.m3u8
CCTV-10广州,http://tvtj.jxwltx.com:8003/cctv10.m3u8
CCTV-11广州,http://tvtj.jxwltx.com:8003/cctv11.m3u8
CCTV-12广州,http://tvtj.jxwltx.com:8003/cctv12.m3u8
CCTV-13广州,http://tvtj.jxwltx.com:8003/cctv13.m3u8
CCTV-14广州,http://tvtj.jxwltx.com:8003/cctv14.m3u8
CCTV-15广州,http://tvtj.jxwltx.com:8003/cctv15.m3u8
CCTV-16广州,http://tvtj.jxwltx.com:8003/cctv5p.m3u8
CCTV-17广州,http://tvtj.jxwltx.com:8003/cctv17.m3u8
北京卫视广州,http://tvtj1.jxwltx.com:8003/bjws.m3u8
浙江卫视广州,http://tvtj1.jxwltx.com:8003/zjws.m3u8
江苏卫视广州,http://tvtj.jxwltx.com:8003/jsws.m3u8
湖南卫视广州,http://tvtj.jxwltx.com:8003/hunanws.m3u8
广东卫视广州,http://tvtj.jxwltx.com:8003/gdws.m3u8
深圳卫视广州,http://tvtj1.jxwltx.com:8003/szws.m3u8
安徽卫视广州,http://tvtj1.jxwltx.com:8003/ahws.m3u8
山东卫视广州,http://tvtj1.jxwltx.com:8003/sdws.m3u8
山西卫视广州,http://tvtj1.jxwltx.com:8003/sxws.m3u8
河南卫视广州,http://tvtj1.jxwltx.com:8003/hnws.m3u8
江西卫视广州,http://tvtj1.jxwltx.com:8003/jxws.m3u8
四川卫视广州,http://tvtj1.jxwltx.com:8003/scws.m3u8
广西卫视广州,http://tvtj1.jxwltx.com:8003/gxws.m3u8
云南卫视广州,http://tvtj.jxwltx.com:8003/ynws.m3u8
东南卫视广州,http://tvtj.jxwltx.com:8003/dnws.m3u8
厦门卫视广州,http://tvtj1.jxwltx.com:8003/tjws.m3u8
宁夏卫视广州,http://tvtj1.jxwltx.com:8003/linxws.m3u8
青海卫视广州,http://tvtj1.jxwltx.com:8003/live1096.m3u8
吉林卫视广州,http://tvtj1.jxwltx.com:8003/jlws.m3u8             
北京卫视4k超,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/bjws4K.m3u8
东方卫视4k超,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/dfws4K.m3u8             
浙江卫视4k超,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/zjws4K.m3u8             
江苏卫视4k超,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/jsws4K.m3u8
深圳卫视4k超,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/szws4K.m3u8
广东卫视4k超,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/gdws4K.m3u8
山东卫视4k超,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/sdws4K.m3u8 
四川卫视4k超,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/scws4K.m3u8
